"","microcosmID","combination","temperature","predicted_species","richness","replicate","day","species_biomass","total_biomass"
"30",14,"Colp",15,"Colp",1,1,21,0.0525647819907305,0.0525647819907305
"31",14,"Colp",15,"Colp",1,1,23,0.0474943166189364,0.0474943166189364
"32",14,"Colp",15,"Colp",1,1,25,0.083757812196725,0.083757812196725
"33",14,"Colp",15,"Colp",1,1,27,0.0547702644510373,0.0547702644510373
"34",14,"Colp",15,"Colp",1,1,29,0.0189482711819264,0.0189482711819264
"35",14,"Colp",15,"Colp",1,1,31,0.0294764803125037,0.0294764803125037
"36",14,"Colp",15,"Colp",1,1,33,0.0278946799002518,0.0278946799002518
"37",14,"Colp",15,"Colp",1,1,35,0.0160630358193378,0.0160630358193378
"38",14,"Colp",15,"Colp",1,1,37,0.0217615472030183,0.0217615472030183
"39",35,"Colp",15,"Colp",1,2,1,0.0905681754552967,0.0905681754552967
"40",35,"Colp",15,"Colp",1,2,3,0.108398726533099,0.108398726533099
"41",35,"Colp",15,"Colp",1,2,5,0.121100002356937,0.121100002356937
"42",35,"Colp",15,"Colp",1,2,7,0.0902024385220785,0.0902024385220785
"43",35,"Colp",15,"Colp",1,2,9,0.0712464410719801,0.0712464410719801
"44",35,"Colp",15,"Colp",1,2,11,0.046856991069297,0.046856991069297
"45",35,"Colp",15,"Colp",1,2,13,0.0567273995268543,0.0567273995268543
"46",35,"Colp",15,"Colp",1,2,15,0.0777516401134944,0.0777516401134944
"47",35,"Colp",15,"Colp",1,2,17,0.0597060453001315,0.0597060453001315
"48",35,"Colp",15,"Colp",1,2,19,0.0304158744726816,0.0304158744726816
"49",35,"Colp",15,"Colp",1,2,21,0.0694075550340934,0.0694075550340934
"50",35,"Colp",15,"Colp",1,2,23,0.0782804275937963,0.0782804275937963
"51",35,"Colp",15,"Colp",1,2,25,0.0521967387719432,0.0521967387719432
"52",35,"Colp",15,"Colp",1,2,27,0.0332116841793197,0.0332116841793197
"53",35,"Colp",15,"Colp",1,2,29,0.0382549377491631,0.0382549377491631
"54",35,"Colp",15,"Colp",1,2,31,0.0427959918351204,0.0427959918351204
"55",35,"Colp",15,"Colp",1,2,33,0.034713932911685,0.034713932911685
"56",35,"Colp",15,"Colp",1,2,35,0.041061935961735,0.041061935961735
"57",35,"Colp",15,"Colp",1,2,37,0.0213135002396683,0.0213135002396683
"58",124,"Colp",17,"Colp",1,1,1,0.128386762461165,0.128386762461165
"59",124,"Colp",17,"Colp",1,1,3,0.119521868711893,0.119521868711893
"60",124,"Colp",17,"Colp",1,1,5,0.110656974962621,0.110656974962621
"61",124,"Colp",17,"Colp",1,1,7,0.0493086485419037,0.0493086485419037
"62",124,"Colp",17,"Colp",1,1,9,0.0464407053947995,0.0464407053947995
"63",124,"Colp",17,"Colp",1,1,11,0.0486772959374558,0.0486772959374558
"64",124,"Colp",17,"Colp",1,1,13,0.0594991847152742,0.0594991847152742
"65",124,"Colp",17,"Colp",1,1,15,0.0775522915752204,0.0775522915752204
"66",124,"Colp",17,"Colp",1,1,17,0.0832529568583723,0.0832529568583723
"67",124,"Colp",17,"Colp",1,1,19,0.0626741951285627,0.0626741951285627
"68",124,"Colp",17,"Colp",1,1,21,0.0607343141559427,0.0607343141559427
"69",124,"Colp",17,"Colp",1,1,23,0.0754939486065946,0.0754939486065946
"70",124,"Colp",17,"Colp",1,1,25,0.0770392474700977,0.0770392474700977
"71",124,"Colp",17,"Colp",1,1,27,0.0618794033610661,0.0618794033610661
"72",124,"Colp",17,"Colp",1,1,29,0.0540395543310481,0.0540395543310481
"73",124,"Colp",17,"Colp",1,1,31,0.0552335003118228,0.0552335003118228
"74",124,"Colp",17,"Colp",1,1,33,0.0675206437137501,0.0675206437137501
"75",124,"Colp",17,"Colp",1,1,35,0.064356779297977,0.064356779297977
"76",124,"Colp",17,"Colp",1,1,37,0.0611929148822039,0.0611929148822039
"77",190,"Colp",17,"Colp",1,3,1,0.223957241516809,0.223957241516809
"78",190,"Colp",17,"Colp",1,3,3,0.159444272972289,0.159444272972289
"79",190,"Colp",17,"Colp",1,3,5,0.0949313044277687,0.0949313044277687
"80",190,"Colp",17,"Colp",1,3,7,0.0894646921618211,0.0894646921618211
"81",190,"Colp",17,"Colp",1,3,9,0.0846858052531791,0.0846858052531791
"82",190,"Colp",17,"Colp",1,3,11,0.0692244373466068,0.0692244373466068
"83",190,"Colp",17,"Colp",1,3,13,0.0502747196769758,0.0502747196769758
"84",190,"Colp",17,"Colp",1,3,15,0.0435764673882034,0.0435764673882034
"85",190,"Colp",17,"Colp",1,3,17,0.0489685702000145,0.0489685702000145
"86",190,"Colp",17,"Colp",1,3,19,0.070844160372383,0.070844160372383
"87",190,"Colp",17,"Colp",1,3,21,0.0732044085125654,0.0732044085125654
"88",190,"Colp",17,"Colp",1,3,23,0.0719589647829808,0.0719589647829808
"89",190,"Colp",17,"Colp",1,3,25,0.0698987719338716,0.0698987719338716
"90",190,"Colp",17,"Colp",1,3,27,0.07200854713259,0.07200854713259
"91",190,"Colp",17,"Colp",1,3,29,0.0615603810467159,0.0615603810467159
"92",190,"Colp",17,"Colp",1,3,31,0.0363241159017311,0.0363241159017311
"93",190,"Colp",17,"Colp",1,3,33,0.0336756720298959,0.0336756720298959
"94",190,"Colp",17,"Colp",1,3,35,0.0424885397628461,0.0424885397628461
"95",190,"Colp",17,"Colp",1,3,37,0.0513014074957963,0.0513014074957963
"96",192,"Colp",17,"Colp",1,2,1,0.0982315657161644,0.0982315657161644
"97",192,"Colp",17,"Colp",1,2,3,0.0955671324183231,0.0955671324183231
"98",192,"Colp",17,"Colp",1,2,5,0.0929026991204818,0.0929026991204818
"99",192,"Colp",17,"Colp",1,2,7,0.0780315383583001,0.0780315383583001
"100",192,"Colp",17,"Colp",1,2,9,0.0554163053476721,0.0554163053476721
"101",192,"Colp",17,"Colp",1,2,11,0.0774857454919479,0.0774857454919479
"102",192,"Colp",17,"Colp",1,2,13,0.0728117847203734,0.0728117847203734
"103",192,"Colp",17,"Colp",1,2,15,0.0438921527063378,0.0438921527063378
"104",192,"Colp",17,"Colp",1,2,17,0.0420298832062282,0.0420298832062282
"105",192,"Colp",17,"Colp",1,2,19,0.0315857154801422,0.0315857154801422
"106",192,"Colp",17,"Colp",1,2,21,0.0621100803267825,0.0621100803267825
"107",192,"Colp",17,"Colp",1,2,23,0.0585902852602165,0.0585902852602165
"108",192,"Colp",17,"Colp",1,2,25,0.0502243158937785,0.0502243158937785
"109",192,"Colp",17,"Colp",1,2,27,0.0540109610971281,0.0540109610971281
"110",192,"Colp",17,"Colp",1,2,29,0.0436641808105861,0.0436641808105861
"111",192,"Colp",17,"Colp",1,2,31,0.0133705575283611,0.0133705575283611
"112",192,"Colp",17,"Colp",1,2,33,0.0341962806457081,0.0341962806457081
"113",192,"Colp",17,"Colp",1,2,35,0.0423673278509778,0.0423673278509778
"114",192,"Colp",17,"Colp",1,2,37,0.0505383750562475,0.0505383750562475
"115",246,"Colp",19,"Colp",1,3,1,0.093828936288657,0.093828936288657
"116",246,"Colp",19,"Colp",1,3,3,0.126303752019616,0.126303752019616
"117",246,"Colp",19,"Colp",1,3,5,0.109125250815521,0.109125250815521
"118",246,"Colp",19,"Colp",1,3,7,0.0698386096814692,0.0698386096814692
"119",246,"Colp",19,"Colp",1,3,9,0.067956877018182,0.067956877018182
"120",246,"Colp",19,"Colp",1,3,11,0.0909592677365273,0.0909592677365273
"121",246,"Colp",19,"Colp",1,3,13,0.0732393623523022,0.0732393623523022
"122",246,"Colp",19,"Colp",1,3,15,0.0623378054354144,0.0623378054354144
"123",246,"Colp",19,"Colp",1,3,17,0.0653080435119744,0.0653080435119744
"124",246,"Colp",19,"Colp",1,3,19,0.0699854004009956,0.0699854004009956
"125",246,"Colp",19,"Colp",1,3,21,0.0599715237132367,0.0599715237132367
"126",246,"Colp",19,"Colp",1,3,23,0.0340798341048834,0.0340798341048834
"127",246,"Colp",19,"Colp",1,3,25,0.05810252273364,0.05810252273364
"128",246,"Colp",19,"Colp",1,3,27,0.083482246345198,0.083482246345198
"129",246,"Colp",19,"Colp",1,3,29,0.0645599365785623,0.0645599365785623
"130",246,"Colp",19,"Colp",1,3,31,0.0622944591788887,0.0622944591788887
"131",246,"Colp",19,"Colp",1,3,33,0.0475750813550919,0.0475750813550919
"132",246,"Colp",19,"Colp",1,3,35,0.0252457842144177,0.0252457842144177
"133",246,"Colp",19,"Colp",1,3,37,0.0326118526995611,0.0326118526995611
"134",258,"Colp",19,"Colp",1,2,1,0.145742784422415,0.145742784422415
"135",258,"Colp",19,"Colp",1,2,3,0.127994445085226,0.127994445085226
"136",258,"Colp",19,"Colp",1,2,5,0.0666355531456217,0.0666355531456217
"137",258,"Colp",19,"Colp",1,2,7,0.0521995471939648,0.0521995471939648
"138",258,"Colp",19,"Colp",1,2,9,0.0965409738624038,0.0965409738624038
"139",258,"Colp",19,"Colp",1,2,11,0.119886047454324,0.119886047454324
"140",258,"Colp",19,"Colp",1,2,13,0.116516000403454,0.116516000403454
"141",258,"Colp",19,"Colp",1,2,15,0.0590678187157581,0.0590678187157581
"142",258,"Colp",19,"Colp",1,2,17,0.0546087438199935,0.0546087438199935
"143",258,"Colp",19,"Colp",1,2,19,0.0725126753469525,0.0725126753469525
"144",258,"Colp",19,"Colp",1,2,21,0.0612157070291955,0.0612157070291955
"145",258,"Colp",19,"Colp",1,2,23,0.0512430585593693,0.0512430585593693
"146",258,"Colp",19,"Colp",1,2,25,0.0364389261637989,0.0364389261637989
"147",258,"Colp",19,"Colp",1,2,27,0.0865982771177616,0.0865982771177616
"148",258,"Colp",19,"Colp",1,2,29,0.082101522684884,0.082101522684884
"149",258,"Colp",19,"Colp",1,2,31,0.062146459926239,0.062146459926239
"150",258,"Colp",19,"Colp",1,2,33,0.04495361012452,0.04495361012452
"151",258,"Colp",19,"Colp",1,2,35,0.0376293837047674,0.0376293837047674
"152",258,"Colp",19,"Colp",1,2,37,0.0333455026137409,0.0333455026137409
"153",312,"Colp",19,"Colp",1,1,1,NA,0
"154",312,"Colp",19,"Colp",1,1,3,NA,0
"155",312,"Colp",19,"Colp",1,1,5,NA,0
"156",312,"Colp",19,"Colp",1,1,7,NA,0
"157",312,"Colp",19,"Colp",1,1,9,NA,0
"158",312,"Colp",19,"Colp",1,1,11,NA,0
"159",312,"Colp",19,"Colp",1,1,13,NA,0
"160",312,"Colp",19,"Colp",1,1,15,NA,0
"161",312,"Colp",19,"Colp",1,1,17,NA,0
"162",312,"Colp",19,"Colp",1,1,19,NA,0
"163",312,"Colp",19,"Colp",1,1,21,NA,0
"164",312,"Colp",19,"Colp",1,1,23,NA,0
"165",312,"Colp",19,"Colp",1,1,25,NA,0
"166",312,"Colp",19,"Colp",1,1,27,NA,0
"167",312,"Colp",19,"Colp",1,1,29,NA,0
"168",312,"Colp",19,"Colp",1,1,31,NA,0
"169",312,"Colp",19,"Colp",1,1,33,NA,0
"170",312,"Colp",19,"Colp",1,1,35,NA,0
"171",312,"Colp",19,"Colp",1,1,37,NA,0
"172",373,"Colp",21,"Colp",1,2,1,0.072607331816888,0.072607331816888
"173",373,"Colp",21,"Colp",1,2,3,0.0715408963418626,0.0715408963418626
"174",373,"Colp",21,"Colp",1,2,5,0.0690304393832872,0.0690304393832872
"175",373,"Colp",21,"Colp",1,2,7,0.0621855246765604,0.0621855246765604
"176",373,"Colp",21,"Colp",1,2,9,0.0429739715344541,0.0429739715344541
"177",373,"Colp",21,"Colp",1,2,11,0.0494101962247079,0.0494101962247079
"178",373,"Colp",21,"Colp",1,2,13,0.0412138405308273,0.0412138405308273
"179",373,"Colp",21,"Colp",1,2,15,0.0380751736227133,0.0380751736227133
"180",373,"Colp",21,"Colp",1,2,17,0.0311598435714037,0.0311598435714037
"181",373,"Colp",21,"Colp",1,2,19,0.0161998895629391,0.0161998895629391
"182",373,"Colp",21,"Colp",1,2,21,0.00964039028998419,0.00964039028998419
"183",373,"Colp",21,"Colp",1,2,23,0.0150051181270362,0.0150051181270362
"184",373,"Colp",21,"Colp",1,2,25,0.0328243531969097,0.0328243531969097
"185",373,"Colp",21,"Colp",1,2,27,0.026283584076035,0.026283584076035
"186",373,"Colp",21,"Colp",1,2,29,0.0149426231654174,0.0149426231654174
"187",373,"Colp",21,"Colp",1,2,31,0.00562473290794874,0.00562473290794874
"188",373,"Colp",21,"Colp",1,2,33,0.00616857606074992,0.00616857606074992
"189",373,"Colp",21,"Colp",1,2,35,0.0147442720552682,0.0147442720552682
"190",373,"Colp",21,"Colp",1,2,37,0.0180803650081144,0.0180803650081144
"191",395,"Colp",21,"Colp",1,1,1,0.0783347023947938,0.0783347023947938
"192",395,"Colp",21,"Colp",1,1,3,0.0820370972397003,0.0820370972397003
"193",395,"Colp",21,"Colp",1,1,5,0.0712546091434729,0.0712546091434729
"194",395,"Colp",21,"Colp",1,1,7,0.0466507490868462,0.0466507490868462
"195",395,"Colp",21,"Colp",1,1,9,0.0495796389447521,0.0495796389447521
"196",395,"Colp",21,"Colp",1,1,11,0.0737392956636025,0.0737392956636025
"197",395,"Colp",21,"Colp",1,1,13,0.061748314041985,0.061748314041985
"198",395,"Colp",21,"Colp",1,1,15,0.0390654979358554,0.0390654979358554
"199",395,"Colp",21,"Colp",1,1,17,0.039061191401278,0.039061191401278
"200",395,"Colp",21,"Colp",1,1,19,0.0396890201700868,0.0396890201700868
"201",395,"Colp",21,"Colp",1,1,21,0.0252613756692594,0.0252613756692594
"202",395,"Colp",21,"Colp",1,1,23,0.0339658241103558,0.0339658241103558
"203",395,"Colp",21,"Colp",1,1,25,0.0812291469112098,0.0812291469112098
"204",395,"Colp",21,"Colp",1,1,27,0.0536781695986726,0.0536781695986726
"205",395,"Colp",21,"Colp",1,1,29,0.0318655354856667,0.0318655354856667
"206",395,"Colp",21,"Colp",1,1,31,0.0351955647917248,0.0351955647917248
"207",395,"Colp",21,"Colp",1,1,33,0.0380593305113365,0.0380593305113365
"208",395,"Colp",21,"Colp",1,1,35,0.0319798995338438,0.0319798995338438
"209",395,"Colp",21,"Colp",1,1,37,0.0342170290646771,0.0342170290646771
"210",443,"Colp",21,"Colp",1,3,1,0.172522766235052,0.172522766235052
"211",443,"Colp",21,"Colp",1,3,3,0.132376810635382,0.132376810635382
"212",443,"Colp",21,"Colp",1,3,5,0.0935345895361777,0.0935345895361777
"213",443,"Colp",21,"Colp",1,3,7,0.059596703036652,0.059596703036652
"214",443,"Colp",21,"Colp",1,3,9,0.0418889928767702,0.0418889928767702
"215",443,"Colp",21,"Colp",1,3,11,0.0481813670063977,0.0481813670063977
"216",443,"Colp",21,"Colp",1,3,13,0.0406540451276141,0.0406540451276141
"217",443,"Colp",21,"Colp",1,3,15,0.0475354294231254,0.0475354294231254
"218",443,"Colp",21,"Colp",1,3,17,0.0481517024442517,0.0481517024442517
"219",443,"Colp",21,"Colp",1,3,19,0.0328427207910474,0.0328427207910474
"220",443,"Colp",21,"Colp",1,3,21,0.0289352965211544,0.0289352965211544
"221",443,"Colp",21,"Colp",1,3,23,0.0560943203665604,0.0560943203665604
"222",443,"Colp",21,"Colp",1,3,25,0.0550835741838584,0.0550835741838584
"223",443,"Colp",21,"Colp",1,3,27,0.0347741862880392,0.0347741862880392
"224",443,"Colp",21,"Colp",1,3,29,0.0214477767549772,0.0214477767549772
"225",443,"Colp",21,"Colp",1,3,31,0.0167302561832207,0.0167302561832207
"226",443,"Colp",21,"Colp",1,3,33,0.0132880572461341,0.0132880572461341
"227",443,"Colp",21,"Colp",1,3,35,0.0147654153501869,0.0147654153501869
"228",443,"Colp",21,"Colp",1,3,37,0.032192839186764,0.032192839186764
"229",500,"Colp",23,"Colp",1,2,1,0.100251635459852,0.100251635459852
"230",500,"Colp",23,"Colp",1,2,3,0.0565273674374171,0.0565273674374171
"231",500,"Colp",23,"Colp",1,2,5,0.0601952893504597,0.0601952893504597
"232",500,"Colp",23,"Colp",1,2,7,0.0503876716961786,0.0503876716961786
"233",500,"Colp",23,"Colp",1,2,9,0.0361419997321378,0.0361419997321378
"234",500,"Colp",23,"Colp",1,2,11,0.0366820357278226,0.0366820357278226
"235",500,"Colp",23,"Colp",1,2,13,0.0446583896672479,0.0446583896672479
"236",500,"Colp",23,"Colp",1,2,15,0.0388829592934063,0.0388829592934063
"237",500,"Colp",23,"Colp",1,2,17,0.0162288935722967,0.0162288935722967
"238",500,"Colp",23,"Colp",1,2,19,0.0317320187899807,0.0317320187899807
"239",500,"Colp",23,"Colp",1,2,21,0.0256324944995259,0.0256324944995259
"240",500,"Colp",23,"Colp",1,2,23,0.0187659558027333,0.0187659558027333
"241",500,"Colp",23,"Colp",1,2,25,0.0197889704692239,0.0197889704692239
"242",500,"Colp",23,"Colp",1,2,27,0.0243755998775895,0.0243755998775895
"243",500,"Colp",23,"Colp",1,2,29,0.025645264124952,0.025645264124952
"244",500,"Colp",23,"Colp",1,2,31,0.0189813961312305,0.0189813961312305
"245",500,"Colp",23,"Colp",1,2,33,0.00641265880203728,0.00641265880203728
"246",500,"Colp",23,"Colp",1,2,35,0.00641689819946739,0.00641689819946739
"247",500,"Colp",23,"Colp",1,2,37,0.00790031132944143,0.00790031132944143
"248",542,"Colp",23,"Colp",1,1,1,0.0888801748090636,0.0888801748090636
"249",542,"Colp",23,"Colp",1,1,3,0.0394621561249053,0.0394621561249053
"250",542,"Colp",23,"Colp",1,1,5,0.0444725480703922,0.0444725480703922
"251",542,"Colp",23,"Colp",1,1,7,0.0484461564081961,0.0484461564081961
"252",542,"Colp",23,"Colp",1,1,9,0.0466907778940338,0.0466907778940338
"253",542,"Colp",23,"Colp",1,1,11,0.0396047599886817,0.0396047599886817
"254",542,"Colp",23,"Colp",1,1,13,0.0304690885843924,0.0304690885843924
"255",542,"Colp",23,"Colp",1,1,15,0.028464226448753,0.028464226448753
"256",542,"Colp",23,"Colp",1,1,17,0.0449013920381906,0.0449013920381906
"257",542,"Colp",23,"Colp",1,1,19,0.0414242994245691,0.0414242994245691
"258",542,"Colp",23,"Colp",1,1,21,0.0282989873729752,0.0282989873729752
"259",542,"Colp",23,"Colp",1,1,23,0.0217396873163095,0.0217396873163095
"260",542,"Colp",23,"Colp",1,1,25,0.0280969894256028,0.0280969894256028
"261",542,"Colp",23,"Colp",1,1,27,0.0262685093517155,0.0262685093517155
"262",542,"Colp",23,"Colp",1,1,29,0.0115796998903398,0.0115796998903398
"263",542,"Colp",23,"Colp",1,1,31,0.0165755475985071,0.0165755475985071
"264",542,"Colp",23,"Colp",1,1,33,0.0135914279788468,0.0135914279788468
"265",542,"Colp",23,"Colp",1,1,35,0.0108836321862666,0.0108836321862666
"266",542,"Colp",23,"Colp",1,1,37,0.00820834507922529,0.00820834507922529
"267",593,"Colp",23,"Colp",1,3,1,0.0908332365345916,0.0908332365345916
"268",593,"Colp",23,"Colp",1,3,3,0.0557693755197338,0.0557693755197338
"269",593,"Colp",23,"Colp",1,3,5,0.0681372091732859,0.0681372091732859
"270",593,"Colp",23,"Colp",1,3,7,0.0369549855830532,0.0369549855830532
"271",593,"Colp",23,"Colp",1,3,9,0.019400977545418,0.019400977545418
"272",593,"Colp",23,"Colp",1,3,11,0.0323889103959719,0.0323889103959719
"273",593,"Colp",23,"Colp",1,3,13,0.0482546598508713,0.0482546598508713
"274",593,"Colp",23,"Colp",1,3,15,0.0518394794827513,0.0518394794827513
"275",593,"Colp",23,"Colp",1,3,17,0.0479644905164566,0.0479644905164566
"276",593,"Colp",23,"Colp",1,3,19,0.0381362858869415,0.0381362858869415
"277",593,"Colp",23,"Colp",1,3,21,0.0267867226009283,0.0267867226009283
"278",593,"Colp",23,"Colp",1,3,23,0.0203834091650949,0.0203834091650949
"279",593,"Colp",23,"Colp",1,3,25,0.013773035638774,0.013773035638774
"280",593,"Colp",23,"Colp",1,3,27,0.0112046329406421,0.0112046329406421
"281",593,"Colp",23,"Colp",1,3,29,0.0181646890405944,0.0181646890405944
"282",593,"Colp",23,"Colp",1,3,31,0.0250869254412408,0.0250869254412408
"283",593,"Colp",23,"Colp",1,3,33,0.0134361641836106,0.0134361641836106
"284",593,"Colp",23,"Colp",1,3,35,0.0132837625566298,0.0132837625566298
"285",593,"Colp",23,"Colp",1,3,37,0.0132736735507718,0.0132736735507718
"286",623,"Colp",25,"Colp",1,3,1,0.0418508831517652,0.0418508831517652
"287",623,"Colp",25,"Colp",1,3,3,0.0332249806776287,0.0332249806776287
"288",623,"Colp",25,"Colp",1,3,5,0.0244083714699289,0.0244083714699289
"289",623,"Colp",25,"Colp",1,3,7,0.0176500515940104,0.0176500515940104
"290",623,"Colp",25,"Colp",1,3,9,0.0227044450524574,0.0227044450524574
"291",623,"Colp",25,"Colp",1,3,11,0.024997977552781,0.024997977552781
"292",623,"Colp",25,"Colp",1,3,13,0.0114924057104148,0.0114924057104148
"293",623,"Colp",25,"Colp",1,3,15,0.00608778924762667,0.00608778924762667
"294",623,"Colp",25,"Colp",1,3,17,0.00627045879345514,0.00627045879345514
"295",623,"Colp",25,"Colp",1,3,19,0.00598204553825243,0.00598204553825243
"296",623,"Colp",25,"Colp",1,3,21,0.00884716705894162,0.00884716705894162
"297",623,"Colp",25,"Colp",1,3,23,0.00770047039536054,0.00770047039536054
"298",623,"Colp",25,"Colp",1,3,25,0.00363021583968411,0.00363021583968411
"299",623,"Colp",25,"Colp",1,3,27,0.0012952029865969,0.0012952029865969
"300",623,"Colp",25,"Colp",1,3,29,8.58834133831447e-05,8.58834133831447e-05
"301",623,"Colp",25,"Colp",1,3,31,0.000439160693409492,0.000439160693409492
"302",623,"Colp",25,"Colp",1,3,33,0.00232252007307816,0.00232252007307816
"303",623,"Colp",25,"Colp",1,3,35,0.00492760461889218,0.00492760461889218
"304",623,"Colp",25,"Colp",1,3,37,0.00738834413147713,0.00738834413147713
"305",676,"Colp",25,"Colp",1,2,1,0.0401218237807109,0.0401218237807109
"306",676,"Colp",25,"Colp",1,2,3,0.0337023102007465,0.0337023102007465
"307",676,"Colp",25,"Colp",1,2,5,0.0343312286814477,0.0343312286814477
"308",676,"Colp",25,"Colp",1,2,7,0.040543811682909,0.040543811682909
"309",676,"Colp",25,"Colp",1,2,9,0.0275224182681877,0.0275224182681877
"310",676,"Colp",25,"Colp",1,2,11,0.0210550621109671,0.0210550621109671
"311",676,"Colp",25,"Colp",1,2,13,0.0187836499575318,0.0187836499575318
"312",676,"Colp",25,"Colp",1,2,15,0.0207298911116375,0.0207298911116375
"313",676,"Colp",25,"Colp",1,2,17,0.0196054909702172,0.0196054909702172
"314",676,"Colp",25,"Colp",1,2,19,0.0130446222734713,0.0130446222734713
"315",676,"Colp",25,"Colp",1,2,21,0.00913402263054176,0.00913402263054176
"316",676,"Colp",25,"Colp",1,2,23,0.0157355881513207,0.0157355881513207
"317",676,"Colp",25,"Colp",1,2,25,0.0228082857809435,0.0228082857809435
"318",676,"Colp",25,"Colp",1,2,27,0.0205703134618284,0.0205703134618284
"319",676,"Colp",25,"Colp",1,2,29,0.016029351422836,0.016029351422836
"320",676,"Colp",25,"Colp",1,2,31,0.0174942400670594,0.0174942400670594
"321",676,"Colp",25,"Colp",1,2,33,0.0238605651807147,0.0238605651807147
"322",676,"Colp",25,"Colp",1,2,35,0.032219789972317,0.032219789972317
"323",676,"Colp",25,"Colp",1,2,37,0.0401804348283298,0.0401804348283298
"324",708,"Colp",25,"Colp",1,1,1,0.0359421796731657,0.0359421796731657
"325",708,"Colp",25,"Colp",1,1,3,0.0440017691054518,0.0440017691054518
"326",708,"Colp",25,"Colp",1,1,5,0.0351890661727119,0.0351890661727119
"327",708,"Colp",25,"Colp",1,1,7,0.01423829154327,0.01423829154327
"328",708,"Colp",25,"Colp",1,1,9,0.0456051320491956,0.0456051320491956
"329",708,"Colp",25,"Colp",1,1,11,0.0279998471943818,0.0279998471943818
"330",708,"Colp",25,"Colp",1,1,13,0.0111501874749884,0.0111501874749884
"331",708,"Colp",25,"Colp",1,1,15,0.00916944915091637,0.00916944915091637
"332",708,"Colp",25,"Colp",1,1,17,0.0149824805026309,0.0149824805026309
"333",708,"Colp",25,"Colp",1,1,19,0.0160462949295056,0.0160462949295056
"334",708,"Colp",25,"Colp",1,1,21,0.0165848933689671,0.0165848933689671
"335",708,"Colp",25,"Colp",1,1,23,0.0147506774124963,0.0147506774124963
"336",708,"Colp",25,"Colp",1,1,25,0.0145540965966012,0.0145540965966012
"337",708,"Colp",25,"Colp",1,1,27,0.0234082916948531,0.0234082916948531
"338",708,"Colp",25,"Colp",1,1,29,0.0340436819031173,0.0340436819031173
"339",708,"Colp",25,"Colp",1,1,31,0.0366497049740874,0.0366497049740874
"340",708,"Colp",25,"Colp",1,1,33,0.0325111553441717,0.0325111553441717
"341",708,"Colp",25,"Colp",1,1,35,0.0255553602230533,0.0255553602230533
"342",708,"Colp",25,"Colp",1,1,37,0.0191630142001754,0.0191630142001754
"343",77,"Colp, Dexio",15,"Colp",2,1,1,0.125861971584136,0.143586824682751
"344",77,"Colp, Dexio",15,"Colp",2,1,3,0.0939945845111387,0.129460045813592
"345",77,"Colp, Dexio",15,"Colp",2,1,5,0.137331590504366,0.178216755206572
"346",77,"Colp, Dexio",15,"Colp",2,1,7,0.124622462242242,0.155612875591593
"347",77,"Colp, Dexio",15,"Colp",2,1,9,0.062547589073536,0.107327122928868
